Country,Year,Central Govt Debt (Percentage of GDP),General Govt Debt (Percentage of GDP),Grant,Loan,Vague,Commercial,Development,Mixed,Representational,ACTION RELATING TO DEBT,"AGRICULTURE, FORESTRY, FISHING",BANKING AND FINANCIAL SERVICES,BUSINESS AND OTHER SERVICES,COMMUNICATIONS,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,DISASTER PREVENTION AND PREPAREDNESS,EDUCATION,EMERGENCY RESPONSE,ENERGY,GENERAL BUDGET SUPPORT,GENERAL ENVIRONMENTAL PROTECTION,GOVERNMENT AND CIVIL SOCIETY,HEALTH,"INDUSTRY, MINING, CONSTRUCTION",OTHER COMMODITY ASSISTANCE,OTHER MULTISECTOR,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,POPULATION POLICIES/PROGRAMMES AND REPRODUCTIVE HEALTH,RECONSTRUCTION RELIEF AND REHABILITATION,TRADE POLICIES AND REGULATIONS,TRANSPORT AND STORAGE,UNALLOCATED/UNSPECIFIED,WATER SUPPLY AND SANITATION,No,Yes,Adjusted Amount (Nominal USD)
GD,2012,101.5010415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GT,2012,24.80271014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,2012,27.18540112,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,33465000000.0
GW,2012,48.12292797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GY,2012,44.29723385,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,12233414.0
HT,2012,22.78948294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,2012,35.33939124,30.51180063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HK,2012,6.774472413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,2012,73.80917114,77.36916402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,2012,131.6010906,133.9249529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,2012,47.09213889,67.98453168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,2012,22.9547102,22.95466378,,11.0,,1.0,1.0,9.0,,,,,1.0,,,,,,1.0,,,,,2.0,,,,,,,7.0,,,11.0,,146234530576.0
IR,2012,13.56228636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQ,2012,34.78179943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE,2012,123.3438781,119.5946246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,2012,65.84524903,67.11979441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,2012,120.0311115,126.4946935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JM,2012,126.094631,,6.0,,,,6.0,,,,,,,,,,,1.0,,,,,,,,,4.0,,,1.0,,,,6.0,,417708250.0
JP,2012,185.025314,226.0937118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JO,2012,70.52096091,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,141220650.0
KZ,2012,11.69336112,12.12526936,,5.0,,1.0,,4.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,5.0,,501758864200.0
KE,2012,37.61624268,,3.0,5.0,,1.0,6.0,1.0,,,,,,,,,,,3.0,,,,1.0,,,,,1.0,,,2.0,,1.0,8.0,,82484847404.0
KI,2012,7.460382555,7.460382555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR,2012,29.5185518,35.03895845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KW,2012,3.602054094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KG,2012,50.47787935,50.47787935,,3.0,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,3.0,,39807303838.0
LA,2012,46.10324228,,3.0,8.0,,2.0,5.0,4.0,,,1.0,,,,,,1.0,1.0,3.0,,,,1.0,2.0,,,,,,,1.0,,1.0,11.0,,104417669756.0
LV,2012,35.8752042,36.65742291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LB,2012,131.0511642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS,2012,37.27578921,,6.0,1.0,,,7.0,,,,,,,1.0,1.0,,,5.0,,,,,,,,,,,,,,,,7.0,,3241068681.0
LR,2012,20.50416811,,5.0,,,,5.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,1.0,5.0,,1141595810.0
LY,2012,2.3731135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,2012,36.69538045,39.70075007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU,2012,13.39460347,20.85169216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,2012,30.43514561,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,187564400.0
MW,2012,28.60621145,,2.0,,,,2.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,950000000.0
MY,2012,50.92305053,53.78750194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MV,2012,57.12319696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ML,2012,25.38986718,,3.0,1.0,,,4.0,,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,4.0,,2456662889.0
MT,2012,63.12972561,66.63625032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR,2012,39.31748378,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,3093792044.0
MX,2012,28.15182338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,2012,20.0840575,31.33295652,3.0,,,,3.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,3.0,,582953592.0
MN,2012,45.69321364,,,3.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,3.0,,56795000000.0
ME,2012,53.41984242,56.86996951,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,4739600000.0
MA,2012,52.28203978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ,2012,37.43563599,,,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,37900000000.0
MM,2012,36.51400152,,6.0,1.0,,,5.0,2.0,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,7.0,,76422571271.0
NA,2012,24.62784323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NP,2012,34.51481556,,1.0,1.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,2.0,,3745971274.0
NZ,2012,35.72781454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI,2012,27.8524598,27.8524598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,2012,18.12965975,,3.0,1.0,,1.0,3.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,4.0,,20746650911.0
NG,2012,10.4193367,17.57681499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MK,2012,33.28261074,33.66203126,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,495006727.0
NO,2012,20.69151277,30.90832538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,2012,4.586257949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,2012,56.72722409,,,6.0,,,2.0,4.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,3.0,,1.0,6.0,,128364667828.0
PG,2012,19.1239288,,1.0,2.0,,,3.0,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,3.0,,5816225645.0
PY,2012,9.148407704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,2012,16.85437823,19.7483983,3.0,4.0,,4.0,2.0,,1.0,,,,,,,,,,,,,,1.0,4.0,,,1.0,,,,1.0,,,7.0,,599265186346.0
PL,2012,49.22394992,54.7840763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,2012,128.1043592,129.0350431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA,2012,32.11841064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,2012,34.11707366,35.37301976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU,2012,9.573530837,11.16743956,,6.0,,6.0,,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,,,,6.0,,1300272028929.0
RW,2012,19.09438753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KN,2012,81.56573132,122.598974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,2012,60.76308601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC,2012,57.83401269,67.80938513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS,2012,50.92833233,,1.0,1.0,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,2385621349.0
SM,2012,17.24163554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,2012,3.012289638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,2012,34.48883052,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,5000000000.0
RS,2012,52.87978617,53.86940611,2.0,1.0,,,2.0,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,3.0,,29602012645.0
SC,2012,80.06925986,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,1795143172.0
SL,2012,36.37135476,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,,120015851305.0
SG,2012,107.5103079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,2012,57.7739102,51.72907278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI,2012,46.44049199,53.56148853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB,2012,15.22109642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZA,2012,37.40787941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SS,2012,8.905728165,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,600000000.0
ES,2012,77.49620601,89.98251302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LK,2012,67.50391305,,1.0,7.0,,,4.0,4.0,,,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,,,4.0,,,8.0,,121132597258.0
SD,2012,117.6713326,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,290000000.0
SR,2012,20.09556485,,1.0,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,2.0,,4758561655.0
SE,2012,40.47243371,37.49932542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2012,16.3785215,42.58022823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,2012,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,200000000.0
ST,2012,81.03687489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,2012,34.04013486,39.20493345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,2012,28.45789855,28.51668101,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1220745067.0
TL,2012,0.001867027,,5.0,,,,5.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,1.0,,,,5.0,,1698035706.0
TG,2012,35.57858958,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,803627841.0
TO,2012,54.42937921,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,58221.0
TT,2012,23.79835917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,2012,51.7801825,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,8309414232.0
TM,2012,13.87036115,13.87036115,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,3661364619.0
TV,2012,19.2751117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,2012,33.69636264,32.39365929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UG,2012,19.49138507,,1.0,3.0,,,3.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,2.0,,,4.0,,55860688952.0
UA,2012,36.76348521,37.54153797,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,151237516817.0
GB,2012,83.55286851,84.50597435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,2012,82.79117999,103.0431618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UY,2012,35.67286482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VU,2012,19.27971362,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,290000000.0
VE,2012,31.6,58.44488555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VN,2012,31.40793168,38.32996887,1.0,3.0,,,2.0,2.0,,,,,,,,,,1.0,1.0,,,,,2.0,,,,,,,,,,4.0,,149491573805.0
PS,2012,29.80110153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YE,2012,47.57718671,47.57718671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZM,2012,24.91953723,,1.0,4.0,,,1.0,4.0,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,5.0,,51770000000.0
ZW,2012,38.37653802,,3.0,1.0,,,3.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,4.0,,15697206420.0
AF,2013,6.904479171,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,132733300.0
AL,2013,65.53000174,70.39106314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZ,2013,7.093511132,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,4727370724.0
AO,2013,33.14910364,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,2.0,,7400000000.0
AG,2013,95.79104783,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,475539139.0
AR,2013,43.49606978,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,27325222000.0
AM,2013,36.33062468,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,300000000.0
AU,2013,21.24442478,30.48484968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2013,59.87523703,81.01126485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,2013,6.178835808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS,2013,44.39572266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH,2013,43.93778428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,2013,28.34399469,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,29780674356.0
BB,2013,135.299322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY,2013,30.83601153,36.85947265,,4.0,,,2.0,2.0,,,,,,1.0,,,,,,,,,,2.0,,,,,,,1.0,,,4.0,,96929921388.0
BE,2013,89.6113317,105.4856445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,2013,62.95355691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJ,2013,18.503746,,1.0,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,2.0,,3693172646.0
BT,2013,102.283549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO,2013,28.29895415,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,350000000.0
BA,2013,42.49906586,42.49906586,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,44970152667.0
BW,2013,19.01643969,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,50000000.0
BR,2013,57.22840938,59.59468189,,2.0,,,,2.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,2.0,,2832168200.0
BN,2013,2.208599297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BG,2013,20.89594039,23.60640655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF,2013,23.78460033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BI,2013,37.85760221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CV,2013,102.4898774,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1500000000.0
CM,2013,17.47150548,,2.0,3.0,,,4.0,1.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,1.0,5.0,,40088613805.0
CA,2013,42.58900132,87.60507968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF,2013,51.78958752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TD,2013,30.63087879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,2013,12.7840642,12.78406359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,2013,29.56935367,37.59225835,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,145190.0
KM,2013,10.27714616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,2013,33.93693309,,,5.0,,,5.0,,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,,,5.0,,25289401907.0
CR,2013,35.09092804,35.3877919,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,397456600.0
HR,2013,78.5737936,79.16597687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,2013,145.9568524,103.6917142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZ,2013,41.85498687,44.42024992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,2013,24.62365879,,5.0,3.0,,,7.0,1.0,,,1.0,,,,,,1.0,,1.0,,,1.0,1.0,,,,2.0,,,,,,1.0,8.0,,63718245105.0
DK,2013,38.54023238,44.04560971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ,2013,24.59288161,,3.0,2.0,,,5.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,2.0,,1.0,5.0,,10768475780.0
DM,2013,75.56919261,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,55555556.0
DO,2013,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,2013,22.9069464,,3.0,2.0,,,4.0,1.0,,,,,,,,2.0,,,,1.0,,,,,,,,,,1.0,1.0,,,5.0,,179082896173.0
EG,2013,,79.81205004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SV,2013,49.18511523,63.16576768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQ,2013,6.272055301,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,20065789010.0
ER,2013,186.9913323,,1.0,3.0,,,2.0,2.0,,,1.0,,,,,,1.0,,,,,,,2.0,,,,,,,,,,4.0,,27220321928.0
EE,2013,11.05982937,10.22802867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZ,2013,15.00592317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ,2013,45.84682352,,5.0,1.0,,,6.0,,,,1.0,,,,,,,,1.0,,,2.0,,,,,1.0,,,,1.0,,,6.0,,11602656669.0
FI,2013,52.1762325,60.55466203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR,2013,74.7453345,93.41159434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,2013,31.11281073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GM,2013,58.24417008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,2013,49.53972291,78.32244295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,2013,42.93008672,,4.0,3.0,,,4.0,3.0,,,,,,2.0,,,3.0,,,,,,1.0,,,,1.0,,,,,,,7.0,,34208020213.0
GR,2013,178.7140435,178.8433621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,2013,105.4368207,,2.0,1.0,,,2.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,3.0,,6065555556.0
GT,2013,25.17966974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,2013,33.96696209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW,2013,50.36321764,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,160000000.0
GY,2013,41.05414929,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,14398104592.0
HT,2013,24.38008358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,2013,43.11561343,37.11970265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HK,2013,7.669626176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,2013,74.57939952,76.01028179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,2013,120.1850015,121.9603014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,2013,46.98192552,67.71335289,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,30000000000.0
ID,2013,24.88441918,24.88437728,,15.0,,2.0,1.0,12.0,,,,,,,,,,,4.0,,,,,6.0,,1.0,,,,,1.0,3.0,,15.0,,206917135798.0
IR,2013,11.75762557,,,4.0,,,3.0,1.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,4.0,,72475024372.0
IQ,2013,31.98699439,,,2.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,2.0,,154276241335.0
IE,2013,123.7128825,119.9404871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,2013,64.74357722,65.9612052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,2013,126.3387735,132.4571138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JM,2013,122.7861803,,3.0,2.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,2.0,,,5.0,,45828273370.0
JP,2013,189.1439483,229.463716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JO,2013,75.58366154,,2.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,263954537.0
KZ,2013,12.2174653,12.60250618,,4.0,,2.0,,2.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,4.0,,619468960219.0
KE,2013,39.75567297,,2.0,1.0,,,3.0,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,3.0,,4106634231.0
KI,2013,8.325126485,8.325126485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR,2013,30.91644883,37.68608504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KW,2013,3.091985996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KG,2013,47.12475568,47.12475568,,2.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,2.0,,42982591600.0
LA,2013,49.49335341,,1.0,4.0,,,2.0,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,2.0,5.0,,44411313307.0
LV,2013,35.57471292,35.89611592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LB,2013,135.4029885,,2.0,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,2.0,,537986720.0
LS,2013,39.62790222,,1.0,1.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,2.0,,1252932655.0
LR,2013,20.61189293,,5.0,1.0,,,5.0,1.0,,,1.0,,,,,,2.0,,,,,2.0,1.0,,,,,,,,,,,6.0,,50186188100.0
LY,2013,4.1567163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,2013,35.78922134,38.67053277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU,2013,14.83258851,22.40287119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,2013,36.24292359,,2.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,2.0,,2183877595.0
MW,2013,35.34712104,,2.0,1.0,,,3.0,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,3.0,,7227648718.0
MY,2013,52.25688109,55.65645269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MV,2013,55.94865346,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,390327259.0
ML,2013,26.38185914,,3.0,,,,3.0,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,3.0,,502030547.0
MT,2013,62.68550224,66.44223029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR,2013,40.02295226,,2.0,1.0,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,3.0,,3482638805.0
MX,2013,30.76115917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,2013,19.67788442,29.97430372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN,2013,51.31854893,49.42344757,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,7590000000.0
ME,2013,57.48731368,58.65372098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,2013,57.07609178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MZ,2013,50.13469665,,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,6688857854.0
MM,2013,36.0556122,,2.0,1.0,,,3.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,3.0,,5002776585.0
NA,2013,26.11341137,,2.0,2.0,,,2.0,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,2.0,,,4.0,,12687770943.0
NP,2013,31.89880382,,3.0,1.0,,,3.0,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,2.0,,,4.0,,18018497700.0
NZ,2013,34.57497884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
